Party,Text
Republic,"['but', 'didnt', 'get', 'done', 'see', 'talk', 'no', 'action', 'these', 'politicians', 'why', 'didnt', 'get', 'it', 'that', 'im', 'gonna', 'do', 'i', 'become', 'president', 'you', 'were', 'vice', 'president', 'along', 'obama', 'president', 'leader', 'eight', 'years', 'why', 'didnt', 'get', 'done', 'you', 'had', 'eight', 'years', 'get', 'done', 'now', 'youre', 'saying', 'youre', 'gonna', 'get', 'done', 'because', 'youre', 'talk', 'no', 'action', 'joe', 's', 's']"
Democrat,"['we', 'got', 'lot', 'done', 'we', 'released', '38000', 'we', 'got', '38000', 'prisoners', 'left', 'from']"
Republic,"['you', 'got', 'nothing', 'done']"
Democrat,"['38000', 'prisoners', 'were', 'released', 'federal', 'prison', 'we', 'have', 'were', 'over', '1000', 'people', 'were', 'given', 'clemency', 'we', 'fact', 'were', 'ones', 'put', 'legislation', 'saying', 'we', 'could', 'look', 'pattern', 'practice', 'police', 'departments', 'were', 'doing', 'were', 'conducting', 'themselves', 'i', 'could', 'go', 'we', 'began', 'process', 'we', 'began', 'process', 'we', 'lost', 'election', 'that', 'im', 'running', 'win', 'back', 'election', 'change', 'terrible', 'policy', 's']"
Republic,"['i', 'just', 'ask', 'i', 'just', 'ask', 'one', 'question', 'didnt', 'do', 'eight', 'years', 'short', 'time', 'ago', 'why', 'didnt', 'do', 'it', 'you', 'just', 'said', 'im', 'going', 'do', 'that', 'im', 'going', 'do', 'this', 'you', 'put', 'tens', 'thousands', 'mostly', 'black', 'young', 'men', 'prison', 'now', 'youre', 'saying', 'youre', 'going', 'get', 'youre', 'going', 'undo', 'that', 'why', 'didnt', 'get', 'done', 'you', 'had', 'eight', 'years', 'obama', 'you', 'know', 'joe', 'because', 'youre', 'talk', 'no', 'action']"
Democrat,"['we', 'had', 'republican', 'congress', 'that', 'answer', 's']"
Republic,"['well', 'gotta', 'talk', 'gotta', 'talk', 'em', 'into', 'joe', 'sometimes', 'gotta', 'talk', 'em', 'into', 'it']"
Republic,"['like', 'i', 'did', 'criminal', 'justice', 'reform', 'i', 'had', 'talk', 'democrats', 'into', 'it']"
Republic,"['so', 'we', 'trillion', 'trees', 'program', 'we', 'so', 'different', 'programs', 'i', 'do', 'love', 'environment', 'i', 'want', 'cleanest', 'crystal', 'clear', 'water', 'cleanest', 'air', 'we', 'best', 'lowest', 'number', 'carbon', 'emissions', 'big', 'standard', 'i', 'noticed', 'obama', 'goes', 'time', 'not', 'joe', 'i', 'havent', 'heard', 'use', 'term', 'because', 'im', 'not', 'sure', 'knows', 'represents', 'means', 'i', 'heard', 'obama', 'use', 'it', 'and', 'we', 'best', 'carbon', 'emission', 'numbers', 'weve', 'had', '35', 'years', 'under', 'administration', 'we', 'working', 'so', 'well', 'industry', 'we', 'cant', 'do', 'look', 'china', 'filthy', 'is', 'look', 'russia', 'look', 'india', 'it', 'filthy', 'the', 'air', 'filthy', 'the', 'paris', 'accord', 'i', 'took', 'out', 'because', 'we', 'were', 'going', 'spend', 'trillions', 'dollars', 'we', 'were', 'treated', 'very', 'unfairly', 'when', 'put', 'did', 'great', 'disservice', 'they', 'were', 'going', 'take', 'away', 'businesses', 'i', 'not', 'sacrifice', 'tens', 'millions', 'jobs', 'thousands', 'thousands', 'companies', 'because', 'paris', 'accord', 'it', 'so', 'unfair', 'china', 'doesnt', 'kick', 'until', '2030', 'russia', 'goes', 'back', 'low', 'standard', 'we', 'kicked', 'right', 'away', 'it', 'would', 'it', 'would', 'been', 'it', 'would', 'destroyed', 'businesses', 'so', 'ready', 'we', 'done', 'incredible', 'job', 'environmentally', 'we', 'cleanest', 'air', 'cleanest', 'water', 'best', 'carbon', 'emission', 'standards', 'weve', 'seen', 'years', 's']"
Republic,"['and', 'we', 'havent', 'destroyed', 'industries']"
Democrat,"['climate', 'change', 'climate', 'warming', 'global', 'warming', 'existential', 'threat', 'humanity', 'we', 'moral', 'obligation', 'deal', 'it', 'and', 'were', 'told', 'leading', 'scientists', 'world', 'we', 'dont', 'much', 'time', 'were', 'going', 'pass', 'point', 'no', 'return', 'within', 'next', 'eight', '10', 'years', 'four', 'years', 'man', 'eliminating', 'regulations', 'were', 'put', 'clean', 'up', 'climate', 'clean', 'up', 'limit', 'the', 'limit', 'admissions', 'put', 'position', 'were', 'going', 'real', 'trouble', 'here', 'we', 'great', 'opportunity', 'i', 'able', 'get', 'both', 'environmental', 'organizations', 'well', 'labor', 'people', 'worried', 'about', 'jobs', 'support', 'climate', 'plan', 'because', 'does', 'create', 'millions', 'new', 'goodpaying', 'jobs', 'were', 'going', 'invest', 'example', '500000', '50000', 'excuse', '50000', 'charging', 'stations', 'highways', 'so', 'we', 'can', 'own', 'electric', 'car', 'market', 'future', 'in', 'meantime', 'china', 'doing', 'that', 'were', 'going', 'position', 'were', 'going', 'see', 'were', 'going', 'take', '4', 'million', 'existing', 'billion', 'buildings', '2', 'million', 'existing', 'homes', 'retrofit', 'so', 'dont', 'leak', 'much', 'energy', 'saving', 'hundreds', 'millions', 'barrels', 'oil', 'process', 'creating', 'significant', 'number', 'jobs', 'and', 'way', 'whole', 'idea', 'going', 'do', 'going', 'create', 'millions', 'jobs', 'going', 'clean', 'environment', 'our', 'health', 'jobs', 'stake', 'that', 'happening', 'and', 'we', 'right', 'now', 'way', 'wall', 'street', 'firm', 'has', 'indicated', 'plan', 'my', 'plan', 'fact', 'create', '186', 'million', 'jobs', '7', 'million', 'more', 'than', 'his', 'this', 'wall', 'street', 'ill', 'create', '1', 'trillion', 'more', 'economic', 'growth', 'than', 'proposal', 'does', 'not', 'climate', 'just', 'economy', 's', 's', 's', 's', 's', 's']"
Republic,"['they', 'came', 'out', 'said', 'very', 'strongly', '6500', 'taken', 'away', 'families', 'under', 'plan', 'plan', 'economic', 'disaster', 'if', 'look', 'wants', 'do', 'know', 'if', 'look', 'plan', 'know', 'know', 'developed', 'it', 'aoc+3', 'they', 'know', 'nothing', 'about', 'climate', 'i', 'mean', 'got', 'good', 'line', 'stuff', 'knows', 'nothing', 'about', 'climate', 'and', 'theyre', 'hopping', 'through', 'hoops', 'aoc+3', 'look', 'theyre', 'real', 'play', 'costs', '100', 'trillion', 'if', 'we', 'had', 'best', 'year', 'history', 'country', '100', 'years', 'we', 'would', 'not', 'even', 'come', 'close', 'number', 'like', 'that', 'when', 'says', 'buildings', 'want', 'take', 'buildings', 'down', 'because', 'want', 'make', 'bigger', 'windows', 'into', 'smaller', 'windows', 'as', 'far', 'theyre', 'concerned', 'if', 'had', 'no', 'window', 'would', 'lovely', 'thing', 'this', 'craziest', 'plan', 'anybody', 'has', 'ever', 'seen', 'and', 'wasnt', 'done', 'smart', 'people', 'this', 'wasnt', 'done', 'anybody', 'frankly', 'i', 'dont', 'even', 'know', 'can', 'good', 'politically', 'they', 'want', 'spend', '100', 'trillion', 'that', 'real', 'number', 'he', 'trying', 'say', 'six', 'it', '100', 'trillion', 'they', 'want', 'knock', 'down', 'buildings', 'build', 'new', 'buildings', 'little', 'tiny', 'small', 'windows', 'other', 'things', 'and', 'other', 'things', 's', 's', 's', 's']"
Democrat,"['i', 'dont', 'know', 'comes', 'from', 'i', 'dont', 'know', 'comes', 'up', 'these', 'numbers', '100', 'trillion', 'give', 'break', 'this', 'plan', 'was', 'this', 'plan', 'has', 'endorsed', 'every', 'major', 'every', 'major', 'environmental', 'group', 'every', 'labor', 'group', 'labor', 'because', 'know', 'future', 'lies', 'future', 'lies', 'being', 'able', 'breath', 'and', 'know', 'theyre', 'good', 'jobs', 'getting', 'there', 'and', 'way', 'fastest', 'growing', 'industry', 'america', 'areis', 'electricexcuse', 'solar', 'energy', 'wind', 'he', 'thinks', 'wind', 'causes', 'cancer', 'windmills', 'it', 'fastest', 'growing', 'jobs', 'pay', 'good', 'prevailing', 'wages', '4550', 'bucks', 'hour', 'we', 'can', 'grow', 'we', 'can', 'cleaner', 'if', 'we', 'go', 'route', 'im', 'proposing', 's']"
Republic,"['excuse', 'me', 'we', 'energy', 'independent', 'first', 'time', 'we', 'dont', 'need', 'these', 'countries', 'we', 'had', 'fight', 'war', 'over', 'because', 'we', 'needed', 'energy', 'we', 'energy', 'independent', 'i', 'know', 'more', 'about', 'wind', 'than', 'do', 'it', 'extremely', 'expensive', 'kills', 'birds', 'very', 'intermittent', 'it', 'got', 'lot', 'problems', 'happen', 'make', 'windmills', 'both', 'germany', 'china', 'and', 'fumes', 'coming', 'up', 'if', 'youre', 'believer', 'carbon', 'emission', 'fumes', 'coming', 'up', 'make', 'make', 'these', 'massive', 'windmills', 'more', 'than', 'anything', 'were', 'talking', 'about', 'natural', 'gas', 'very', 'clean', 'one', 'other', 'thing', 's', 's', 's']"
Democrat,"['find', 'scientist', 'says', 'that']"
Republic,"['solar', 'i', 'love', 'solar', 'solar', 'doesnt', 'quite', 'yet', 'it', 'not', 'powerful', 'enough', 'yet', 'to', 'really', 'run', 'big', 'beautiful', 'factories', 'we', 'need', 'compete', 'world', 's']"
Democrat,['false']
Republic,"['so', 'pipe', 'dream', 'know', 'well', 'do', 'were', 'gonna', 'greatest', 'economy', 'world', 'but', 'if', 'want', 'kill', 'economy', 'get', 'rid', 'oil', 'industry', 'you', 'want', 'and', 'about', 'fracking', 's']"
Democrat,"['i', 'never', 'said', 'i', 'oppose', 'fracking']"
Republic,"['you', 'said', 'tape']"
Democrat,"['i', 'did', 'show', 'tape', 'put', 'website']"
Republic,"['ill', 'put', 'on']"
Democrat,"['put', 'website', 'the', 'fact', 'matter', 'flat', 'lying', 's']"
Democrat,"['i', 'do', 'rule', 'out', 'banning', 'fracking', 'because', 'answer', 'we', 'need', 'we', 'need', 'other', 'industries', 'transition', 'get', 'ultimately', 'complete', 'zero', 'emissions', '2025', 'what', 'i', 'do', 'fracking', 'over', 'time', 'make', 'sure', 'we', 'can', 'capture', 'emissions', 'fracking', 'capture', 'emissions', 'gas', 'we', 'can', 'do', 'we', 'can', 'do', 'investing', 'money', 'into', 'it', 'transition', 'that', 's']"
Republic,"['excuse', 'me', 'he', 'against', 'fracking', 'he', 'said', 'it', 'i', 'show', 'tomorrow', 'i', 'am', 'against', 'fracking', 'until', 'got', 'nomination', 'went', 'pennsylvania', 'than', 'said', 'you', 'know', 'pennsylvania', 'hell', 'against', 'very', 'soon', 'because', 'party', 'totally', 'against', 'it']"
Democrat,"['fracking', 'federal', 'land', 'i', 'said', 'no', 'fracking', 'oil', 'federal', 'land']"
Republic,"['the', 'families', 'were', 'talking', 'about', 'employed', 'heavily', 'making', 'lot', 'money', 'more', 'money', 'than', 'theyve', 'ever', 'made', 'if', 'look', 'kind', 'numbers', 'we', 'produce', 'hispanic', 'black', 'asian', 'nine', 'times', 'greater', 'percentage', 'gain', 'than', 'under', 'three', 'years', 'than', 'under', 'eight', 'years', 'two', 'put', 'nicely', 'nine', 'times', 'more', 'now', 'somebody', 'lives', 'i', 'not', 'heard', 'numbers', 'statistics', 'youre', 'saying', 'but', 'theyre', 'making', 'tremendous', 'amount', 'money', 'economically', 'we', 'saved', 'it', 'and', 'i', 'saved', 'again', 'number', 'months', 'ago', 'oil', 'crashing', 'because', 'pandemic', 'we', 'saved', 'it', 'we', 'got', 'say', 'want', 'relationship', 'we', 'got', 'saudi', 'arabia', 'mexico', 'russia', 'cut', 'back', 'way', 'back', 'we', 'saved', 'oil', 'industry', 'now', 'very', 'vibrant', 'everybody', 'has', 'very', 'inexpensive', 'gasoline', 'remember', 'that', 's', 's']"
Democrat,"['my', 'response', 'those', 'people', 'live', 'call', 'fence', 'lines', 'he', 'doesnt', 'understand', 'this', 'they', 'live', 'near', 'chemical', 'plants', 'fact', 'pollute', 'chemical', 'plants', 'oil', 'plants', 'refineries', 'pollute', 'i', 'used', 'live', 'near', 'i', 'growing', 'up', 'claremont', 'delaware', 'and', 'more', 'oil', 'refineries', 'marcus', 'hook', 'delaware', 'river', 'than', 'anyplace', 'including', 'houston', 'time', 'when', 'mom', 'would', 'get', 'car', 'theyre', 'first', 'frost', 'drive', 'school', 'turned', 'windshield', 'wipers', 'thered', 'oil', 'slick', 'window', 'that', 'so', 'people', 'state', 'were', 'dying', 'getting', 'cancer', 'the', 'fact', 'those', 'frontline', 'communities', 'doesnt', 'matter', 'youre', 'paying', 'them', 'it', 'matters', 'keep', 'safe', 'what', 'do', 'do', 'and', 'impose', 'restrictions', 'pollution', 'pollutants', 'coming', 'out', 'those', 'fenceline', 'communities', 's']"
Republic,"['would', 'close', 'down', 'the', 'would', 'close', 'down', 'oil', 'industry']"
Democrat,"['i', 'would', 'transition', 'oil', 'industry', 'yes']"
Republic,"['oh', 'transition']"
Democrat,"['it', 'big', 'statement', 'because', 'i', 'would', 'stop']"
Democrat,"['because', 'oil', 'industry', 'significantly', '—', 'deal', '—', 's']"
Republic,"['that', 'big', 'statement', 's']"
Democrat,"['well', 'if', 'let', 'finish', 'statement', 'because', 'has', 'replaced', 'renewable', 'energy', 'over', 'time', 'over', 'time', 'and', 'id', 'stop', 'giving', 'oil', 'industry', 'id', 'stop', 'giving', 'federal', 'subsidies', 'you', 'wont', 'give', 'federal', 'subsidies', 'gas', 'excuse', 'solar', 'wind', 'why', 'we', 'giving', 'oil', 'industry']"
Republic,"['we', 'actually', 'do', 'give', 'solar', 'wind']"
Republic,"['that', 'biggest', 'statement', 'in', 'terms', 'business', 'biggest', 'statement', 's', 's']"
Republic,"['because', 'basically', 'saying', 'going', 'destroy', 'oil', 'industry', 'will', 'remember', 'texas', 'will', 'remember', 'pennsylvania', 'oklahoma', 'ohio', 's', 's']"
Democrat,"['he', 'takes', 'everything', 'out', 'context', 'point', 'look', 'we', 'move', 'toward', 'net', 'zero', 'emissions', 'the', 'first', 'place', 'do', 'year', '2025', 'energy', 'production', 'by', '2050', 'totally']"
Republic,"['is', 'gonna', 'get', 'china', 'do', 'it', 'is', 'going', 'get', 'china', 'do', 'it']"
Democrat,"['no', 'im', 'going', 'rejoin', 'paris', 'accord', 'get', 'china', 'abide', 'agreed']"
Republic,"['but', 'thatll', 'cost', '1', 'trillion']"
Republic,"['we', 'make', 'country', 'totally', 'successful', 'prior', 'plague', 'coming', 'china', 'now', 'were', 'rebuilding', 'were', 'doing', 'record', 'numbers', '114', 'million', 'jobs', 'short', 'period', 'time', 'etc', 'but', 'i', 'tell', 'go', 'back', 'before', 'plague', 'came', 'just', 'before', 'i', 'getting', 'calls', 'people', 'were', 'not', 'normally', 'people', 'would', 'call', 'me', 'they', 'wanted', 'get', 'together', 'we', 'had', 'best', 'black', 'unemployment', 'numbers', 'history', 'country', 'hispanic', 'women', 'asian', 'people', 'diplomas', 'no', 'diplomas', 'mit', 'graduates', 'number', 'one', 'class', 'everybody', 'had', 'best', 'numbers', 'and', 'know', 'what', 'the', 'other', 'side', 'wanted', 'get', 'together', 'they', 'wanted', 'unify', 'success', 'going', 'bring', 'together', 'we', 'road', 'success', 'but', 'im', 'cutting', 'taxes', 'wants', 'raise', 'everybody', 'taxes', 'and', 'wants', 'put', 'new', 'regulations', 'everything', 'he', 'kill', 'it', 'if', 'gets', 'depression', 'likes', 'youve', 'never', 'seen', 'your', '401k', 'go', 'hell', 'itll', 'very', 'very', 'sad', 'day', 'country', 's', 's']"
Democrat,"['i', 'say', 'im', 'american', 'president', 'i', 'represent', 'whether', 'voted', 'against', 'me', 'and', 'im', 'going', 'make', 'sure', 'youre', 'represented', 'im', 'going', 'give', 'hope', 'were', 'going', 'move', 'were', 'going', 'choose', 'science', 'over', 'fiction', 'were', 'going', 'choose', 'hope', 'over', 'fear', 'were', 'going', 'choose', 'move', 'forward', 'because', 'we', 'enormous', 'opportunities', 'enormous', 'opportunities', 'make', 'things', 'better', 'we', 'can', 'grow', 'economy', 'we', 'can', 'deal', 'systemic', 'racism', 'at', 'same', 'time', 'we', 'can', 'make', 'sure', 'economy', 'being', 'run', 'moved', 'motivated', 'clean', 'energy', 'creating', 'millions', 'new', 'jobs', 'and', 'fact', 'were', 'going', 'do', 'and', 'im', 'going', 'say', 'i', 'said', 'beginning', 'ballot', 'character', 'country', 'decency', 'honor', 'respect', 'treating', 'people', 'dignity', 'making', 'sure', 'everyone', 'has', 'even', 'chance', 'now', 'im', 'going', 'make', 'sure', 'get', 'that', 'you', 'havent', 'getting', 'last', 'four', 'years', 's', 's']"
Republic,"['so', 'know', 'more', '22', 'million', 'people', 'modeled', 'out', 'were', 'expected', 'die', 'we', 'closed', 'up', 'greatest', 'economy', 'world', 'order', 'fight', 'horrible', 'disease', 'came', 'china', 'it', 'worldwide', 'pandemic', 'it', 'over', 'world', 'you', 'see', 'spikes', 'europe', 'other', 'places', 'right', 'now', 'if', 'notice', 'mortality', 'rate', 'down', '85', 'the', 'excess', 'mortality', 'rate', 'way', 'down', 'much', 'lower', 'than', 'almost', 'other', 'country', 'and', 'were', 'fighting', 'were', 'fighting', 'hard', 'there', 'spike', 'there', 'spike', 'florida', 'now', 'gone', 'there', 'very', 'big', 'spike', 'texas', 'now', 'gone', 'there', 'very', 'big', 'spike', 'arizona', 'now', 'gone', 'and', 'were', 'spikes', 'surges', 'other', 'places', 'they', 'soon', 'gone', 'we', 'vaccine', 'coming', 'ready', 'it', 'going', 'announced', 'within', 'weeks', 'going', 'delivered', 'we', 'operation', 'warp', 'speed', 'military', 'going', 'distribute', 'vaccine', 'i', 'can', 'tell', 'personal', 'experience', 'i', 'hospital', 'i', 'had', 'it', 'and', 'i', 'got', 'better', 'i', 'tell', 'i', 'had', 'something', 'gave', '—', 'therapeutic', 'i', 'guess', 'would', 'call', 'it', 'some', 'people', 'could', 'say', 'cure', 'but', 'i', 'short', 'period', 'time', 'i', 'got', 'better', 'very', 'fast', 'i', 'wouldnt', 'tonight', 'and', 'now', 'say', 'im', 'immune', 'whether', 'four', 'months', 'lifetime', 'nobody', 'able', 'say', 'im', 'immune', 'more', 'more', 'people', 'getting', 'better', 'we', 'problem', 'worldwide', 'problem', 'this', 'worldwide', 'problem', 'ive', 'congratulated', 'heads', 'countries', 'weve', 'able', 'do', '—', 'if', 'take', 'look', 'weve', 'done', 'terms', 'goggles', 'masks', 'gowns', 'everything', 'else', 'particular', 'ventilators', 'were', 'now', 'making', 'ventilators', 'all', 'over', 'world', 'thousands', 'thousands', 'month', 'distributing', 'over', 'world', 'go', 'away', 'i', 'say', 'were', 'rounding', 'turn', 'were', 'rounding', 'corner', 'going', 'away', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's']"
Democrat,"['220000', 'americans', 'dead', 'if', 'hear', 'nothing', 'else', 'i', 'say', 'tonight', 'hear', 'this', 'anyone', 'responsible', 'not', 'taking', 'control', '—', 'fact', 'not', 'saying', 'i', 'take', 'no', 'responsibility', 'initially', '—', 'anyone', 'responsible', 'deaths', 'should', 'not', 'remain', 'president', 'united', 'states', 'america', 'were', 'situation', 'thousands', 'deaths', 'day', 'thousand', 'deaths', 'day', 'and', 'over', '70000', 'new', 'cases', 'per', 'day', 'compared', 'going', 'europe', 'new', 'england', 'medical', 'journal', 'said', 'theyre', 'starting', 'very', 'low', 'rate', 'were', 'starting', 'very', 'high', 'rate', 'the', 'expectation', 'well', 'another', '200000', 'americans', 'dead', 'time', 'between', 'now', 'end', 'year', 'if', 'we', 'just', 'wore', 'these', 'masks', '—', 'preident', 'own', 'advisors', 'told', '—', 'we', 'could', 'save', '100000', 'lives', 'and', 'were', 'circumstance', 'president', 'thus', 'far', 'still', 'has', 'no', 'plan', 'no', 'comprehensive', 'plan', 'what', 'i', 'would', 'do', 'make', 'sure', 'we', 'everyone', 'encouraged', 'wear', 'mask', 'time', 'i', 'would', 'make', 'sure', 'we', 'move', 'direction', 'rapid', 'testing', 'investing', 'rapid', 'testing', 'i', 'would', 'make', 'sure', 'we', 'set', 'up', 'national', 'standards', 'open', 'up', 'schools', 'open', 'up', 'businesses', 'so', 'can', 'safe', 'give', 'wherewithal', 'financial', 'resources', 'able', 'do', 'that', 'were', 'situation', 'now', 'new', 'england', 'medical', 'journal', '—', 'one', 'serious', 'most', 'serious', 'journals', 'whole', 'world', '—', 'said', 'first', 'time', 'ever', 'way', 'president', 'has', 'responded', 'crisis', 'has', 'absolutely', 'tragic', 'and', 'so', 'folks', 'i', 'take', 'care', 'i', 'end', 'i', 'make', 'sure', 'we', 'plan', 's', 's', 's']"
Republic,"['it', 'not', 'guarantee', 'end', 'year', 'i', 'think', 'has', 'good', 'chance', 'one', 'two', 'companies', 'i', 'think', 'within', 'matter', 'weeks', 'distributed', 'very', 'quickly']"
Republic,"['johnson', 'johnson', 'doing', 'very', 'well', 'moderna', 'doing', 'very', 'well', 'pfizer', 'doing', 'very', 'well', 'we', 'numerous', 'others', 'and', 'then', 'we', 'also', 'others', 'were', 'working', 'very', 'closely', 'other', 'countries', 'particular', 'europe']"
Republic,"['no', 'i', 'think', 'timeline', 'going', 'more', 'accurate', 'i', 'dont', 'know', 'theyre', 'counting', 'military', 'way', 'i', 'do', 'we', 'generals', 'lined', 'up', 'one', 'particular', 'head', 'logistics', 'and', 'very', 'easy', 'distribution', 'him', 'he', 'ready', 'go', 'soon', 'we', 'vaccine', 'we', 'expect', '100', 'million', 'vials', 'soon', 'we', 'vaccine', 'ready', 'go', 's', 's', 's']"
Democrat,"['make', 'sure', 'totally', 'transparent', 'have', 'scientific', 'world', 'see', 'know', 'look', 'go', 'through', 'processes', 'and', 'way', 'same', 'fellow', 'told', 'going', 'end', 'easter', 'last', 'time', 'this', 'same', 'fellow', 'told', 'dont', 'worry', 'were', 'going', 'end', 'summer', 'were', 'about', 'go', 'into', 'dark', 'winter', 'dark', 'winter', 'has', 'no', 'clear', 'plan', 'no', 'prospect', 'going', 'vaccine', 'available', 'majority', 'american', 'people', 'before', 'middle', 'next', 'year', 's', 's', 's']"
Republic,"['i', 'dont', 'think', 'going', 'dark', 'winter', 'all', 'were', 'opening', 'up', 'country', 'weve', 'learned', 'studied', 'understand', 'disease', 'we', 'didnt', 'know', 'beginning', 'when', 'i', 'closed', 'banned', 'china', 'coming', 'heavily', 'infected', 'then', 'ultimately', 'europe', 'china', 'january', '—', 'months', 'later', 'saying', 'i', 'xenophobic', 'i', 'did', 'too', 'soon', 'now', 'saying', 'oh', 'i', 'should', 'i', 'should', 'know', 'moved', 'quicker', 'but', 'didnt', 'move', 'quicker', 'months', 'behind', 'months', 'behind', 'me', 'and', 'frankly', 'ran', 'h1n1', 'swine', 'flu', 'total', 'disaster', 'far', 'less', 'lethal', 'but', 'total', 'disaster', 'had', 'had', 'kind', 'numbers', '700000', 'people', 'would', 'dead', 'right', 'now', 'far', 'less', 'lethal', 'disease', 'look', 'own', 'person', 'ran', 'know', 'chief', 'staff', 'said', 'it', 'catastrophic', 'horrible', 'we', 'didnt', 'know', 'we', 'were', 'doing', 'now', 'comes', 'up', 'tells', 'do', 'this', 'also', 'everything', 'said', 'about', 'way', '—', 'every', 'single', 'move', 'said', 'we', 'should', 'make', '—', 'weve', 'done', 'weve', 'done', 'way', 'behind', 'us', 's', 's', 's']"
Democrat,"['my', 'responses', 'xenophobic', 'not', 'because', 'shut', 'down', 'access', 'china', 'and', 'did', 'late', 'after', '40', 'countries', 'had', 'already', 'done', 'that', 'in', 'addition', 'did', 'made', 'sure', 'we', 'had', '44', 'people', 'were', 'china', 'trying', 'get', 'wuhan', 'determine', 'exactly', 'source', 'was', 'what', 'did', 'president', 'say', 'january', 'he', 'said', 'no', 'said', '—', 'being', 'transparent', 'president', 'china', 'being', 'transparent', 'we', 'owe', 'hkim', 'debt', 'gratitude', 'we', 'thank', 'him', 'and', 'then', 'happened', 'we', 'started', 'talking', 'about', 'using', 'defense', 'act', 'make', 'sure', 'we', 'go', 'out', 'get', 'whatever', 'needed', 'out', 'protect', 'people', 'and', 'again', 'i', 'go', 'back', 'had', 'nothing', 'he', 'did', 'virtually', 'nothing', 'and', 'then', 'gets', 'out', 'hospital', 'talks', 'about', 'were', 'oh', 'dont', 'worry', 'this', 'going', 'over', 'soon', 'come', 'not', 'another', 'serious', 'scientist', 'world', 'thinks', 'going', 'over', 'soon', 's', 's', 's']"
Republic,"['i', 'did', 'not', 'say', 'over', 'soon', 'i', 'say', 'were', 'learning', 'live', 'it', 'we', 'no', 'choice', 'we', 'cant', 'lock', 'ourselves', 'up', 'basement', 'like', 'joe', 'does', 'he', 'has', 'ability', 'lock', 'himself', 'up', 'i', 'dont', 'know', 'obviously', 'made', 'lot', 'money', 'someplace', 'has', 'thing', 'about', 'living', 'basement', 'people', 'cant', 'do', 'that', 'by', 'way', 'i', 'president', 'couldnt', 'do', 'that', 'id', 'love', 'put', 'myself', 'basement', 'beautiful', 'room', 'white', 'house', 'go', 'away', 'year', 'half', 'until', 'disappears', 'i', 'cant', 'do', 'that', 'and', '—', 'every', 'every', 'meeting', 'i', 'had', '—', 'every', 'meeting', 'i', 'had', '—', 'i', 'meet', 'lot', 'families', 'including', 'gold', 'star', 'families', 'military', 'families', 'every', 'meeting', 'i', 'had', '—', 'i', 'had', 'meet', 'i', 'had', 'would', 'horrible', 'canceled', 'everything', 'i', 'said', 'know', 'dangerous', 'and', 'catch', 'it', 'and', 'know', 'i', 'caught', 'it', 'i', 'learned', 'lot', 'i', 'learned', 'lot', 'great', 'doctors', 'great', 'hospitals', 'and', 'now', 'i', 'recovered', '999', 'young', 'people', 'recover', '99', 'people', 'recover', 'we', 'recover', 'we', 'cant', 'close', 'up', 'nation', 'we', 'open', 'school', 'we', 'cant', 'close', 'up', 'nation', 'youre', 'not', 'going', 'nation', 's', 's']"
Democrat,"['can', 'i', 'respond', 'that']"
Democrat,"['number', 'one', 'he', 'says', 'were', 'know', 'were', 'learning', 'live', 'it', 'people', 'learning', 'die', 'it', 'you', 'folks', 'home', 'empty', 'chair', 'kitchen', 'table', 'morning', 'that', 'man', 'wife', 'going', 'bed', 'tonight', 'reaching', 'over', 'try', 'touch', 'out', 'habit', 'wife', 'husband', 'gone', 'learning', 'live', 'it', 'come', 'on', 'were', 'dying', 'because', 'never', 'said', '—', 'said', 'dangerous', 'when', 'last', 'time', 'is', 'really', 'dangerous', 'still', 'are', 'we', 'dangerous', 'tell', 'people', 'dangerous', 'now', 'what', 'should', 'do', 'about', 'danger', 'and', 'say', 'i', 'take', 'no', 'responsibility', 's', 's', 's']"
Republic,"['excuse', 'me']"
Republic,"['i', 'take', 'full', 'responsibility', 'it', 'not', 'fault', 'came', 'here', 'it', 'china', 'fault', 'you', 'know', 'not', 'joe', 'fault', 'came', 'either', 'it', 'china', 'fault', 'they', 'kept', 'going', 'into', 'rest', 'china', 'most', 'part', 'didnt', 'keep', 'coming', 'out', 'world', 'including', 'europe', 'ourselves', 's', 's', 's', 's', 's', 's', 's']"
Democrat,"['the', 'fact', 'we', 'knew', 'coming', 'hit', '—', 'what', 'happened', 'what', 'did', 'president', 'say', 'he', 'said', 'dont', 'worry', 'going', 'go', 'away', 'going', 'gone', 'easter', 'dont', 'worry', 'warm', 'weather', 'dont', 'worry', 'maybe', 'inject', 'bleach', '—', 'said', 'kidding', 'said', 'lot', 'people', 'thought', 'serious', 'a', 'whole', 'range', 'things', 'president', 'said', 'and', 'even', 'today', 'thinks', 'we', 'control', 'were', 'about', 'lose', '200000', 'more', 'people', 's', 's']"
